Category,Subcategory,Item,Description,Status,Priority
Error & Empty States,Component-Level Empty States,No meal plans (Nutrition),,Unassigned,None
Error & Empty States,Component-Level Empty States,No search results (SearchOverlay),,Unassigned,None
Error & Empty States,Component-Level Empty States,No badges earned (Badges),,Unassigned,None
Error & Empty States,Component-Level Empty States,No transaction history (Points),,Unassigned,None
Error & Empty States,Component-Level Empty States,Empty cart,,Unassigned,None
Error & Empty States,Form Error States,Login failed (invalid credentials),,Unassigned,None
Error & Empty States,Form Error States,Signup failed (email taken weak password),,Unassigned,None
Error & Empty States,Form Error States,Password reset failed (invalid token),,Unassigned,None
Error & Empty States,Form Error States,Profile save failed,,Unassigned,None
Error & Empty States,Form Error States,Location save failed,,Unassigned,None
Error & Empty States,Form Error States,Routine save failed,,Unassigned,None
Error & Empty States,Form Error States,Contact form submission failed,,Unassigned,None
Error & Empty States,Form Error States,Geolocation permission denied,,Unassigned,None
Error & Empty States,API Error States,Supabase Edge Function failure (graceful fallback),,Unassigned,None
Error & Empty States,API Error States,AI chat API failure (error message to user),,Unassigned,None
Error & Empty States,API Error States,Stripe checkout failure,,Unassigned,None
Error & Empty States,API Error States,UV index API failure (latitude-based estimation fallback),,Unassigned,None
Error & Empty States,API Error States,Geocoding API failure (fallback lookup table),,Unassigned,None
Error & Empty States,Loading States,Page-level Suspense fallback (spinner),,Unassigned,None
Error & Empty States,Loading States,Skeleton loaders (SkeletonCard SkeletonText),,Unassigned,None
Error & Empty States,Loading States,Button loading states (spinner + disabled),,Unassigned,None
Error & Empty States,Loading States,Toast notifications for async operations,,Unassigned,None
Image & Asset Loading,Product Images,Main product image,,Unassigned,None
Image & Asset Loading,Product Images,Image gallery with thumbnails,,Unassigned,None
Image & Asset Loading,Product Images,Fallback for missing images,,Unassigned,None
Image & Asset Loading,Product Images,Lazy loading for off-screen images,,Unassigned,None
Image & Asset Loading,User Avatars,Profile avatar display,,Unassigned,None
Image & Asset Loading,User Avatars,Avatar upload,,Unassigned,None
Image & Asset Loading,User Avatars,Fallback avatar (initials or default),,Unassigned,None
Image & Asset Loading,User Avatars,Supabase Storage for avatar files,,Unassigned,None
Image & Asset Loading,Routine Photos,Photo attachment in notes,,Unassigned,None
Image & Asset Loading,Routine Photos,Supabase Storage: routine-photos bucket,,Unassigned,None
Image & Asset Loading,Routine Photos,Image preview,,Unassigned,None
Image & Asset Loading,Routine Photos,Upload progress indicator,,Unassigned,None
Image & Asset Loading,Brand Assets,Logo,,Unassigned,None
Image & Asset Loading,Brand Assets,NeuralBloomIcon (AI brand mark),,Unassigned,None
Image & Asset Loading,Brand Assets,Placeholder product SVG,,Unassigned,None
Image & Asset Loading,Brand Assets,Retailer logos (via placeholder URLs),,Unassigned,None
Image & Asset Loading,External Images,Unsplash product photography,,Unassigned,None
Image & Asset Loading,External Images,Community post images,,Unassigned,None
Image & Asset Loading,External Images,Marketplace product images,,Unassigned,None
Performance & Loading,Code Splitting,All 73 pages lazy-loaded via React.lazy(),,Unassigned,None
Performance & Loading,Code Splitting,Suspense fallback with loading spinner,,Unassigned,None
Performance & Loading,Code Splitting,Route-based code splitting,,Unassigned,None
Performance & Loading,State Performance,Observable pattern with selective listeners (only re-render subscribers),,Unassigned,None
Performance & Loading,State Performance,localStorage reads cached in memory,,Unassigned,None
Performance & Loading,State Performance,Debounced writes where applicable,,Unassigned,None
Performance & Loading,Build Optimization,Vite production build,,Unassigned,None
Performance & Loading,Build Optimization,Tree-shaking,,Unassigned,None
Performance & Loading,Build Optimization,Chunk size warnings (>500kB index chunk),,Unassigned,None
Performance & Loading,Build Optimization,Manual chunks consideration for large dependencies,,Unassigned,None
Performance & Loading,API Performance,Promise.all for parallel async calls (UV + climate + season),,Unassigned,None
Performance & Loading,API Performance,Cached environment context (re-fetch only on location change),,Unassigned,None
Performance & Loading,API Performance,Supabase connection reuse,,Unassigned,None
Mobile Responsiveness,Layout,Mobile-first responsive design,,Unassigned,None
Mobile Responsiveness,Layout,PageWrapper safe area support,,Unassigned,None
Mobile Responsiveness,Layout,Responsive grid layouts (grid-cols-1 to sm:grid-cols-2 to lg:grid-cols-4),,Unassigned,None
Mobile Responsiveness,Layout,Max-width containers (max-w-7xl),,Unassigned,None
Mobile Responsiveness,Navigation,Mobile hamburger menu (Navbar),,Unassigned,None
Mobile Responsiveness,Navigation,Bottom-safe-area spacing,,Unassigned,None
Mobile Responsiveness,Navigation,Touch-friendly button sizes,,Unassigned,None
Mobile Responsiveness,Navigation,Scroll-based navbar styling,,Unassigned,None
Mobile Responsiveness,Components,Responsive product grids,,Unassigned,None
Mobile Responsiveness,Components,Collapsible sections on mobile,,Unassigned,None
Mobile Responsiveness,Components,Full-width modals on small screens,,Unassigned,None
Mobile Responsiveness,Components,Touch-friendly comparison picker,,Unassigned,None
Mobile Responsiveness,Components,Responsive settings tab layout,,Unassigned,None
Mobile Responsiveness,Typography,Responsive font scaling (text-3xl md:text-4xl),,Unassigned,None
Mobile Responsiveness,Typography,Readable line lengths on all screens,,Unassigned,None
Mobile Responsiveness,Typography,Proper text wrapping (no overflow),,Unassigned,None
Accessibility,Keyboard Navigation,Escape key to close modals,,Unassigned,None
Accessibility,Keyboard Navigation,Focus management in modals,,Unassigned,None
Accessibility,Keyboard Navigation,focus-visible ring styling,,Unassigned,None
Accessibility,Keyboard Navigation,Keyboard-navigable search overlay,,Unassigned,None
Accessibility,Keyboard Navigation,Tab order for form controls,,Unassigned,None
Accessibility,ARIA,aria-label on icon-only buttons,,Unassigned,None
Accessibility,ARIA,aria-expanded on collapsible sections,,Unassigned,None
Accessibility,ARIA,Role attributes on interactive elements,,Unassigned,None
Accessibility,ARIA,Screen reader support for dynamic content,,Unassigned,None
Accessibility,Visual,WCAG AA contrast compliance,,Unassigned,None
Accessibility,Visual,Reduced motion support (motion-safe: prefix),,Unassigned,None
Accessibility,Visual,Sufficient touch targets (min 44px),,Unassigned,None
Accessibility,Visual,Focus indicators,,Unassigned,None
Accessibility,Content,Alt text on images,,Unassigned,None
Accessibility,Content,Accessible form labels,,Unassigned,None
Accessibility,Content,Error messages linked to fields,,Unassigned,None
Accessibility,Content,Accessible dropdown alternative (Dropdown component),,Unassigned,None
Accessibility,Accessibility Statement,Dedicated /accessibility page,,Unassigned,None
Accessibility,Accessibility Statement,WCAG compliance level,,Unassigned,None
Accessibility,Accessibility Statement,Known limitations,,Unassigned,None
Accessibility,Accessibility Statement,Contact for accessibility issues,,Unassigned,None
Branding & Visual Identity,Brand Colors (Tailwind Tokens),Terracotta (#C4704D) — primary,,Unassigned,None
Branding & Visual Identity,Brand Colors (Tailwind Tokens),Cream (#FDF8F5) — background,,Unassigned,None
Branding & Visual Identity,Brand Colors (Tailwind Tokens),Deep (#2D2A26) — text,,Unassigned,None
Branding & Visual Identity,Brand Colors (Tailwind Tokens),Sage (#7A8B7A) — accent,,Unassigned,None
Branding & Visual Identity,Brand Colors (Tailwind Tokens),Warm Gray (#6B635A) — secondary text,,Unassigned,None
Branding & Visual Identity,Brand Colors (Tailwind Tokens),Blush — border / divider,,Unassigned,None
Branding & Visual Identity,Typography,Headings: Cormorant Garamond (serif),,Unassigned,None
Branding & Visual Identity,Typography,Body: DM Sans (sans-serif),,Unassigned,None
Branding & Visual Identity,Typography,Consistent font-weight usage,,Unassigned,None
Branding & Visual Identity,Typography,No additional font families,,Unassigned,None
Branding & Visual Identity,Motion System,Soft slow premium motion,,Unassigned,None
Branding & Visual Identity,Motion System,No bounce/spring/playful motion,,Unassigned,None
Branding & Visual Identity,Motion System,cubic-bezier curves from motionVariants.ts,,Unassigned,None
Branding & Visual Identity,Motion System,Framer Motion for scroll-triggered animations,,Unassigned,None
Branding & Visual Identity,Motion System,motion-safe: reduced motion fallbacks,,Unassigned,None
Branding & Visual Identity,Motion System,Duration tokens (fast normal slow),,Unassigned,None
Branding & Visual Identity,Motion System,Easing tokens (natural gentle),,Unassigned,None
Branding & Visual Identity,Component Patterns,Rounded corners (rounded-xl rounded-2xl),,Unassigned,None
Branding & Visual Identity,Component Patterns,Soft shadows,,Unassigned,None
Branding & Visual Identity,Component Patterns,Cream/white card backgrounds,,Unassigned,None
Branding & Visual Identity,Component Patterns,Primary color CTAs,,Unassigned,None
Branding & Visual Identity,Component Patterns,Border-blush dividers,,Unassigned,None
Branding & Visual Identity,Component Patterns,Icon system (Remix Icon: ri-*),,Unassigned,None
Branding & Visual Identity,Brand Tone,Calm premium educational supportive,,Unassigned,None
Branding & Visual Identity,Brand Tone,Science-rooted never salesy,,Unassigned,None
Branding & Visual Identity,Brand Tone,No exclamation marks unless requested,,Unassigned,None
Branding & Visual Identity,Brand Tone,No hype language,,Unassigned,None
Branding & Visual Identity,Brand Tone,No urgency/scarcity language,,Unassigned,None
Routing & Navigation,Router Configuration,React Router v7,,Unassigned,None
Routing & Navigation,Router Configuration,Two layout groups: no-layout (auth creator dashboard) and AppLayout (all public pages),,Unassigned,None
Routing & Navigation,Router Configuration,All routes lazy-loaded with Suspense,,Unassigned,None
Routing & Navigation,Router Configuration,Catch-all 404 route,,Unassigned,None
Routing & Navigation,Navigation Components,Navbar with route links,,Unassigned,None
Routing & Navigation,Navigation Components,Footer with section links,,Unassigned,None
Routing & Navigation,Navigation Components,Breadcrumb navigation (product detail),,Unassigned,None
Routing & Navigation,Navigation Components,Tab navigation (settings account nutrition community),,Unassigned,None
Routing & Navigation,Navigation Components,URL query param navigation (?tab= ?id=),,Unassigned,None
Routing & Navigation,Route State,URL params for product IDs (/product-detail/:id),,Unassigned,None
Routing & Navigation,Route State,Search params for filters and tabs,,Unassigned,None
Routing & Navigation,Route State,ScrollToTop on route change,,Unassigned,None
Routing & Navigation,Route State,LastVisitedPageRestorer for session continuity,,Unassigned,None
Routing & Navigation,Deep Linking,Settings tab deep link (/settings?tab=location),,Unassigned,None
Routing & Navigation,Deep Linking,Product detail by ID (/product-detail/5),,Unassigned,None
Routing & Navigation,Deep Linking,Marketplace product by ID (/marketplace/product/:id),,Unassigned,None
Routing & Navigation,Deep Linking,Service by ID (/services/:id),,Unassigned,None
Routing & Navigation,Deep Linking,Storefront by ID (/storefront/:id),,Unassigned,None
Routing & Navigation,Deep Linking,Community post links,,Unassigned,None
Routing & Navigation,Navigation Analytics,sessionState.navigateTo() — track page navigation,,Unassigned,None
Routing & Navigation,Navigation Analytics,sessionState.trackInteraction() — track user interactions,,Unassigned,None
Routing & Navigation,Navigation Analytics,Recently viewed products on navigation,,Unassigned,None
Internationalization,i18n Setup,i18next configuration,,Unassigned,None
Internationalization,i18n Setup,Language detection (browser),,Unassigned,None
Internationalization,i18n Setup,Fallback language: English,,Unassigned,None
Internationalization,Supported Languages,English (en),,Unassigned,None
Internationalization,Supported Languages,Spanish (es),,Unassigned,None
Internationalization,Supported Languages,French (fr),,Unassigned,None
Internationalization,Translation Resources,Common translation keys per language,,Unassigned,None
Internationalization,Translation Resources,Language switcher in Settings to Preferences,,Unassigned,None
Internationalization,Translation Resources,Language persistence (localStorage + Supabase),,Unassigned,None
Data Impact & Privacy,Data Impact,DataImpactPage (transparency dashboard),,Unassigned,None
Data Impact & Privacy,Data Impact,Opt-in data contribution program,,Unassigned,None
Data Impact & Privacy,Data Impact,data_impact_contributions table,,Unassigned,None
Data Impact & Privacy,Data Impact,Contribution count tracking,,Unassigned,None
Data Impact & Privacy,Data Impact,Impact score,,Unassigned,None
Data Impact & Privacy,Data Anonymization,data-anonymization Edge Function,,Unassigned,None
Data Impact & Privacy,Data Anonymization,Process user data (anonymize patterns),,Unassigned,None
Data Impact & Privacy,Data Anonymization,Generate anonymized insights (aggregated),,Unassigned,None
Data Impact & Privacy,Data Anonymization,Generate research datasets,,Unassigned,None
Data Impact & Privacy,Data Anonymization,anonymized_data_points table,,Unassigned,None
Data Impact & Privacy,Data Anonymization,User segment classification (tier + account age),,Unassigned,None
Data Impact & Privacy,Data Anonymization,No PII in output,,Unassigned,None
Data Impact & Privacy,Data Deletion,DataAnonymizationPage (user-facing deletion),,Unassigned,None
Data Impact & Privacy,Data Deletion,deleteUserProfile() function,,Unassigned,None
Data Impact & Privacy,Data Deletion,Full account deletion flow,,Unassigned,None
Data Impact & Privacy,Data Deletion,Confirmation steps,,Unassigned,None
Data Impact & Privacy,Privacy Controls,Profile visibility toggle (Settings to Privacy),,Unassigned,None
Data Impact & Privacy,Privacy Controls,Show routines toggle,,Unassigned,None
Data Impact & Privacy,Privacy Controls,Location data consent (explicit opt-in for geolocation),,Unassigned,None
Data Impact & Privacy,Privacy Controls,Location clear functionality,,Unassigned,None
Data Impact & Privacy,Privacy Controls,Privacy policy page,,Unassigned,None
Data Impact & Privacy,Privacy Controls,Privacy note on location settings,,Unassigned,None
Environment & Location Personalization,Location Data,UserLocation type (city state zip region country lat lon timezone hemisphere),,Unassigned,None
Environment & Location Personalization,Location Data,LocationStateManager (localStorage persistence),,Unassigned,None
Environment & Location Personalization,Location Data,useUserLocation() hook,,Unassigned,None
Environment & Location Personalization,Location Data,Supabase profile sync (preferences.location),,Unassigned,None
Environment & Location Personalization,Environment Context,EnvironmentContext type (location uvIndex uvBand climate season source),,Unassigned,None
Environment & Location Personalization,Environment Context,Source modes: mock (no location) partial (text only) live (full coords),,Unassigned,None
Environment & Location Personalization,Environment Context,buildEnvironmentContext() pipeline,,Unassigned,None
Environment & Location Personalization,Environment Context,useEnvironmentContext() React hook,,Unassigned,None
Environment & Location Personalization,Inference Engines,inferClimate() — Koppen-like lat/lon classification,,Unassigned,None
Environment & Location Personalization,Inference Engines,inferSeason() — hemisphere + date,,Unassigned,None
Environment & Location Personalization,Inference Engines,inferHemisphere() — lat to northern/southern,,Unassigned,None
Environment & Location Personalization,Inference Engines,estimateUvFromLatitude() — fallback UV estimation,,Unassigned,None
Environment & Location Personalization,Edge Functions,get-uv-index (OpenUV API wrapper with latitude fallback),,Unassigned,None
Environment & Location Personalization,Edge Functions,geocode-location (OpenCage API wrapper with city fallback table),,Unassigned,None
Environment & Location Personalization,Settings UI,Location tab with city/state/zip/country inputs,,Unassigned,None
Environment & Location Personalization,Settings UI,"Use my current location button (browser geolocation)",,Unassigned,None
Environment & Location Personalization,Settings UI,Advanced lat/lon manual input (collapsible),,Unassigned,None
Environment & Location Personalization,Settings UI,"Clear my location button",,Unassigned,None
Environment & Location Personalization,Settings UI,Privacy note,,Unassigned,None
Environment & Location Personalization,Settings UI,Geocoding on save (text to coords),,Unassigned,None
Environment & Location Personalization,Settings UI,Save to localStorage + Supabase,,Unassigned,None
Environment & Location Personalization,UI Consumption,Product detail: Location Fit Block (live/partial shown mock hidden),,Unassigned,None
Environment & Location Personalization,UI Consumption,Product search detail: Environment block (live/partial shown mock hidden),,Unassigned,None
Environment & Location Personalization,UI Consumption,Source-aware copy (personalized / partially personalized / default data),,Unassigned,None
Environment & Location Personalization,UI Consumption,Location explanation modal,,Unassigned,None
Environment & Location Personalization,Governance (CLAUDE.md),Never claim personalization when source === mock,,Unassigned,None
Environment & Location Personalization,Governance (CLAUDE.md),All UV/climate/season must use useEnvironmentContext(),,Unassigned,None
Environment & Location Personalization,Governance (CLAUDE.md),No hard-coded environment values in components,,Unassigned,None
Environment & Location Personalization,Governance (CLAUDE.md),No direct external API calls from frontend,,Unassigned,None
Environment & Location Personalization,Governance (CLAUDE.md),Geolocation only on explicit user action,,Unassigned,None
Testing & QA,Type Safety,TypeScript strict mode,,Unassigned,None
Testing & QA,Type Safety,npx tsc --noEmit verification,,Unassigned,None
Testing & QA,Type Safety,Canonical types in src/types/,,Unassigned,None
Testing & QA,Build Verification,npx vite build verification,,Unassigned,None
Testing & QA,Build Verification,Chunk size monitoring,,Unassigned,None
Testing & QA,Build Verification,Zero-error builds,,Unassigned,None
Testing & QA,QA Execution Mode (CLAUDE.md),Post-implementation QA checklist,,Unassigned,None
Testing & QA,QA Execution Mode (CLAUDE.md),PASS/FAIL per item,,Unassigned,None
Testing & QA,QA Execution Mode (CLAUDE.md),Category-specific checklists (reviews comparison metadata filters personalization shared components),,Unassigned,None
Testing & QA,QA Execution Mode (CLAUDE.md),Ship readiness assessment,,Unassigned,None
Testing & QA,Cross-Surface Consistency (CLAUDE.md),Duplicate detection across pages,,Unassigned,None
Testing & QA,Cross-Surface Consistency (CLAUDE.md),Canonical version identification,,Unassigned,None
Testing & QA,Cross-Surface Consistency (CLAUDE.md),Alignment enforcement,,Unassigned,None
Testing & QA,Future-Proofing (CLAUDE.md),Scales to real production data,,Unassigned,None
Testing & QA,Future-Proofing (CLAUDE.md),Reusable classification utilities,,Unassigned,None
Testing & QA,Future-Proofing (CLAUDE.md),No mock-specific logic,,Unassigned,None
Testing & QA,Future-Proofing (CLAUDE.md),Shared utilities instead of inline logic,,Unassigned,None
Testing & QA,Future-Proofing (CLAUDE.md),Entity registry compliance,,Unassigned,None
Security,Authentication Security,HCaptcha on login/signup,,Unassigned,None
Security,Authentication Security,JWT-based session management,,Unassigned,None
Security,Authentication Security,Auto-refresh tokens,,Unassigned,None
Security,Authentication Security,Password validation,,Unassigned,None
Security,Database Security,RLS on all user-scoped tables,,Unassigned,None
Security,Database Security,Service role only for webhooks + analytics,,Unassigned,None
Security,Database Security,No service role key in frontend,,Unassigned,None
Security,API Security,All external APIs called server-side only (Edge Functions),,Unassigned,None
Security,API Security,Stripe webhook signature verification,,Unassigned,None
Security,API Security,Environment variables for API keys,,Unassigned,None
Security,API Security,No API keys in frontend code,,Unassigned,None
Security,Content Security,No user-generated HTML rendering (XSS prevention),,Unassigned,None
Security,Content Security,Input validation on forms,,Unassigned,None
Security,Content Security,Rate limiting (via Supabase/Stripe),,Unassigned,None
Security,Password-Gated Access,password-check Edge Function,,Unassigned,None
Security,Password-Gated Access,Early-access page protection,,Unassigned,None
Security,Password-Gated Access,Token-based session after password entry,,Unassigned,None
